name,description,minutes,tags,steps,ingredients,Calories,Protein,Fat,Sugar,Sodium,Iron,Vitamin C,Cholesterol,Trans Fat,Calcium
Beef Meatballs,A delicious dish made with Basil and other ingredients.,22,"General,Recipe,Quick,Vegetarian","Prepare the Pepper., Prepare the Garlic., Prepare the Sugar., Prepare the Pepper., Prepare the Sugar.","Shrimp, Pepper, Sugar, Garlic, Salt, Chili powder",678,33,24,13,359,0.9,79,38,8.96,353
Sushi Bowl,A delicious dish made with Onions and other ingredients.,56,"General,Recipe","Prepare the Vegetable broth., Prepare the Beef., Prepare the Vegetable broth., Prepare the Beef., Prepare the Vegetable broth.","Croutons, Vegetable broth, Carrots, Spinach, Beef, Broccoli",416,50,27,17,125,4.9,31,280,1.64,401
Nicoise Salad,A delicious dish made with Balsamic vinegar and other ingredients.,18,"General,Recipe,Quick","Prepare the Flour., Prepare the Carrots., Prepare the Pork., Prepare the Carrots., Prepare the Shrimp.","Shrimp, Flour, Carrots, Pork",800,14,37,19,756,0.72,45,146,4.91,606
Bangers and Mash,A delicious dish made with Butter and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Broccoli., Prepare the Broccoli., Prepare the Spinach., Prepare the Broccoli., Prepare the Broccoli.","Butter, Broccoli, Spinach",571,11,16,4,1206,4.44,68,289,0.93,377
Beef and Broccoli,A delicious dish made with Cheese and other ingredients.,40,"General,Recipe","Prepare the Sugar., Prepare the Vegetable broth., Prepare the Chicken., Prepare the Beef., Prepare the Sugar.","Parmesan cheese, Beef, Vegetable broth, Coconut milk, Chicken, Sugar",568,9,21,20,284,4.19,84,150,8.81,506
Chicken Katsu,A delicious dish made with Thyme and other ingredients.,51,"General,Recipe,Low Fat","Prepare the Cocoa powder., Prepare the Chicken., Prepare the Chicken., Prepare the Vegetable broth., Prepare the Cocoa powder.","Cocoa powder, Garlic, Chicken, Vegetable broth",282,40,2,7,750,3.14,15,13,3.69,810
Vegetable Curry,A delicious dish made with Chili powder and other ingredients.,35,"General,Recipe,Vegetarian,Low Fat","Prepare the Balsamic vinegar., Prepare the Cocoa powder., Prepare the Shrimp., Prepare the Balsamic vinegar., Prepare the Balsamic vinegar.","Balsamic vinegar, Cheese, Shrimp, Cocoa powder, Croutons, Tortillas",680,35,6,27,654,0.73,48,5,8.48,934
Eggplant Rollatini,A delicious dish made with Eggs and other ingredients.,37,"General,Recipe,Vegetarian","Prepare the Flour., Prepare the Cocoa powder., Prepare the Cumin., Prepare the Cumin., Prepare the Cocoa powder.","Cocoa powder, Cumin, Flour",442,13,34,23,603,4.5,79,80,5.15,522
Chili Mac,A delicious dish made with Ginger and other ingredients.,27,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Cumin., Prepare the Cumin., Prepare the Salt., Prepare the Salt., Prepare the Salt.","Cumin, Salt, Tortillas",348,41,9,10,368,2.11,1,43,7.14,13
Quinoa Salad,A delicious dish made with Vegetable broth and other ingredients.,40,"General,Recipe,Vegetarian,Low Fat","Prepare the Olive oil., Prepare the Caesar dressing., Prepare the Broccoli., Prepare the Spinach., Prepare the Garlic.","Ginger, Garlic, Spinach, Broccoli, Caesar dressing, Olive oil",627,11,11,3,852,0.6,5,257,2.97,698
Grilled Shrimp,A delicious dish made with Shrimp and other ingredients.,32,"General,Recipe,Vegetarian","Prepare the Salt., Prepare the Eggs., Prepare the Rosemary., Prepare the Pasta., Prepare the Rosemary.","Eggs, Salt, Tomatoes, Vegetable broth, Rosemary, Pasta",442,10,19,18,476,1.69,8,222,7.52,151
Tuna Salad,A delicious dish made with Cilantro and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Caesar dressing., Prepare the Garlic., Prepare the Cocoa powder., Prepare the Cocoa powder., Prepare the Cocoa powder.","Garlic, Caesar dressing, Cocoa powder",205,42,22,3,445,4.28,31,166,2.87,434
Potato Salad,A delicious dish made with Cocoa powder and other ingredients.,54,"General,Recipe,Vegetarian","Prepare the Caesar dressing., Prepare the Broccoli., Prepare the Caesar dressing., Prepare the Ginger., Prepare the Ginger.","Ginger, Broccoli, Salt, Caesar dressing",637,49,19,22,1019,4.54,3,82,7.88,950
Stuffed Zucchini,A delicious dish made with Carrots and other ingredients.,51,"General,Recipe,Vegetarian","Prepare the Caesar dressing., Prepare the Carrots., Prepare the Olive oil., Prepare the Caesar dressing., Prepare the Olive oil.","Caesar dressing, Carrots, Olive oil",186,31,38,1,1042,3.09,72,278,3.78,732
Pasta Primavera,A delicious dish made with Balsamic vinegar and other ingredients.,58,"General,Recipe,Vegetarian,Low Fat","Prepare the Tortillas., Prepare the Tortillas., Prepare the Tortillas., Prepare the Thyme., Prepare the Thyme.","Ginger, Flour, Thyme, Tortillas, Lemon, Eggs",455,37,3,25,1465,2.81,21,241,6.57,904
Baked Salmon,A delicious dish made with Vegetable broth and other ingredients.,23,"General,Recipe,Quick","Prepare the Olive oil., Prepare the Pork., Prepare the Pork., Prepare the Balsamic vinegar., Prepare the Croutons.","Balsamic vinegar, Olive oil, Tortillas, Garlic, Pork, Croutons",167,32,24,22,747,3.92,73,153,6.48,673
Cinnamon Rolls,A delicious dish made with Thyme and other ingredients.,18,"General,Recipe,Quick","Prepare the Cheese., Prepare the Cheese., Prepare the Rice., Prepare the Cheese., Prepare the Rice.","Cheese, Chicken, Rice",780,35,15,3,842,1.66,97,256,2.03,171
Cheeseburger Pizza,A delicious dish made with Ginger and other ingredients.,59,"General,Recipe,Low Fat","Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Chicken., Prepare the Carrots., Prepare the Basil.","Carrots, Basil, Vegetable broth, Chicken, Pork",188,40,10,14,692,3.16,90,208,7.14,382
Chocolate Brownies,A delicious dish made with Spinach and other ingredients.,45,"General,Recipe,Vegetarian","Prepare the Cheese., Prepare the Butter., Prepare the Tomatoes., Prepare the Cheese., Prepare the Tomatoes.","Butter, Caesar dressing, Croutons, Cheese, Cumin, Tomatoes",733,31,32,12,878,4.86,37,143,5.98,221
Shrimp Tacos,A delicious dish made with Lemon and other ingredients.,52,"General,Recipe,Vegetarian","Prepare the Basil., Prepare the Basil., Prepare the Lemon., Prepare the Broccoli., Prepare the Basil.","Lemon, Broccoli, Basil",628,47,29,12,234,3.81,95,114,9.56,663
Chicken Korma,A delicious dish made with Coconut milk and other ingredients.,17,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Caesar dressing., Prepare the Caesar dressing., Prepare the Basil., Prepare the Butter., Prepare the Caesar dressing.","Butter, Caesar dressing, Basil",339,18,3,1,917,4.46,91,37,7.95,138
Lemon Bars,A delicious dish made with Cocoa powder and other ingredients.,15,"General,Recipe,Quick,Low Fat","Prepare the Coconut milk., Prepare the Salt., Prepare the Lettuce., Prepare the Coconut milk., Prepare the Pepper.","Lettuce, Pepper, Coconut milk, Salt, Pork",747,10,13,27,124,1.29,2,63,3.96,112
Mango Sticky Rice,A delicious dish made with Thyme and other ingredients.,46,"General,Recipe,Vegetarian","Prepare the Rosemary., Prepare the Rosemary., Prepare the Rosemary., Prepare the Rosemary., Prepare the Broccoli.","Broccoli, Carrots, Rosemary",453,35,26,19,437,1.77,59,156,6.52,294
Baked Potato,A delicious dish made with Eggs and other ingredients.,38,"General,Recipe,Vegetarian,Low Fat","Prepare the Broccoli., Prepare the Broccoli., Prepare the Broccoli., Prepare the Rosemary., Prepare the Lemon.","Broccoli, Rosemary, Spinach, Lemon",383,29,3,15,980,0.74,60,258,6.24,623
Chicken Cacciatore,A delicious dish made with Pepper and other ingredients.,49,"General,Recipe,Low Fat","Prepare the Parmesan cheese., Prepare the Chicken., Prepare the Salt., Prepare the Chicken., Prepare the Onions.","Salt, Parmesan cheese, Onions, Chicken",208,46,4,5,385,0.55,15,105,1.16,756
Caprese Skewers,A delicious dish made with Thyme and other ingredients.,18,"General,Recipe,Quick,Low Fat","Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Croutons., Prepare the Croutons., Prepare the Tomatoes.","Tomatoes, Croutons, Chicken",398,40,7,8,914,1.89,39,202,0.69,732
Garlic Bread,A delicious dish made with Shrimp and other ingredients.,27,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Thyme., Prepare the Pepper., Prepare the Thyme., Prepare the Thyme., Prepare the Pepper.","Thyme, Pasta, Pepper",665,48,10,28,1166,0.26,60,219,8.56,31
Jambalaya,A delicious dish made with Tortillas and other ingredients.,50,"General,Recipe,Vegetarian,Low Fat","Prepare the Lemon., Prepare the Lemon., Prepare the Tortillas., Prepare the Onions., Prepare the Lemon.","Lemon, Tortillas, Onions, Lettuce",299,24,12,9,1482,0.48,59,278,0.61,588
Balsamic Chicken,A delicious dish made with Eggs and other ingredients.,38,"General,Recipe,Vegetarian","Prepare the Caesar dressing., Prepare the Tortillas., Prepare the Cheese., Prepare the Caesar dressing., Prepare the Tortillas.","Tortillas, Cheese, Caesar dressing",249,42,16,15,1234,1.95,28,224,5.57,518
Vegetable Stir Fry,A delicious dish made with Butter and other ingredients.,34,"Asian,Recipe,Vegetarian","Prepare the Cocoa powder., Prepare the Caesar dressing., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Basil.","Carrots, Basil, Cocoa powder, Croutons, Caesar dressing, Parmesan cheese",402,42,20,3,57,3.02,73,133,7.02,810
Cranberry Sauce,A delicious dish made with Lemon and other ingredients.,51,"General,Recipe","Prepare the Beef., Prepare the Eggs., Prepare the Beef., Prepare the Sugar., Prepare the Beef.","Beef, Eggs, Soy sauce, Sugar",546,50,30,2,210,0.66,76,195,6.8,697
Pasta Salad,A delicious dish made with Ginger and other ingredients.,36,"General,Recipe,Vegetarian,Low Fat","Prepare the Rice., Prepare the Lemon., Prepare the Sugar., Prepare the Lemon., Prepare the Lemon.","Cheese, Olive oil, Sugar, Rice, Lemon",551,48,3,23,452,4.08,45,241,6.39,45
Szechuan Noodles,A delicious dish made with Vegetable broth and other ingredients.,42,"General,Recipe,Vegetarian,Low Fat","Prepare the Flour., Prepare the Flour., Prepare the Thyme., Prepare the Croutons., Prepare the Croutons.","Flour, Vegetable broth, Thyme, Croutons",580,21,5,17,777,2.98,78,95,1.98,721
Caramel Flan,A delicious dish made with Tomatoes and other ingredients.,53,"General,Recipe,Vegetarian","Prepare the Basil., Prepare the Onions., Prepare the Onions., Prepare the Basil., Prepare the Onions.","Onions, Thyme, Basil, Butter",563,18,31,23,479,1.42,15,204,1.17,717
Crab Cakes,A delicious dish made with Cumin and other ingredients.,35,"General,Recipe,Vegetarian,Low Fat","Prepare the Onions., Prepare the Onions., Prepare the Pepper., Prepare the Balsamic vinegar., Prepare the Onions.","Bell peppers, Lettuce, Parmesan cheese, Balsamic vinegar, Onions, Pepper",738,13,6,26,496,1.8,81,9,1.89,352
Beef Kebab,A delicious dish made with Cilantro and other ingredients.,28,"General,Recipe,Quick","Prepare the Pepper., Prepare the Balsamic vinegar., Prepare the Pepper., Prepare the Balsamic vinegar., Prepare the Pepper.","Pepper, Balsamic vinegar, Salt, Coconut milk, Pork",649,47,26,7,142,0.59,34,62,7.17,570
Ramen Noodles,A delicious dish made with Soy sauce and other ingredients.,22,"General,Recipe,Quick,Vegetarian","Prepare the Spinach., Prepare the Spinach., Prepare the Shrimp., Prepare the Cumin., Prepare the Shrimp.","Spinach, Shrimp, Cumin",792,50,22,11,1487,3.28,85,155,8.99,719
Bangers and Mash,A delicious dish made with Pasta and other ingredients.,22,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Basil., Prepare the Croutons., Prepare the Olive oil., Prepare the Olive oil., Prepare the Olive oil.","Pepper, Olive oil, Croutons, Basil",464,48,1,3,601,1.96,100,122,0.14,146
Chicken Tenders,A delicious dish made with Butter and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Lemon., Prepare the Carrots., Prepare the Carrots., Prepare the Ginger., Prepare the Lemon.","Lemon, Ginger, Cheese, Carrots",274,21,17,14,532,1.35,68,108,5.68,882
Seafood Gumbo,A delicious dish made with Rice and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Croutons., Prepare the Sugar., Prepare the Bell peppers., Prepare the Sugar., Prepare the Croutons.","Sugar, Coconut milk, Bell peppers, Rice, Croutons",260,49,26,26,157,4.44,60,58,7.95,776
Pork Schnitzel,A delicious dish made with Cilantro and other ingredients.,25,"General,Recipe,Quick,Vegetarian","Prepare the Spinach., Prepare the Pasta., Prepare the Pasta., Prepare the Balsamic vinegar., Prepare the Carrots.","Balsamic vinegar, Coconut milk, Spinach, Pasta, Carrots",701,17,34,4,1146,1.45,32,182,3.8,904
Chicken Burrito,A delicious dish made with Basil and other ingredients.,47,"General,Recipe,Low Fat","Prepare the Spinach., Prepare the Spinach., Prepare the Pork., Prepare the Salt., Prepare the Pork.","Rice, Pork, Salt, Spinach, Tomatoes, Basil",704,14,11,18,1133,2.76,65,153,1.53,763
Chicken Shawarma,A delicious dish made with Pork and other ingredients.,59,"General,Recipe,Vegetarian,Low Fat","Prepare the Rice., Prepare the Cumin., Prepare the Shrimp., Prepare the Shrimp., Prepare the Cocoa powder.","Cocoa powder, Cumin, Shrimp, Rice",514,32,9,1,344,2.44,90,221,6.28,923
Spaghetti Carbonara,A delicious dish made with Olive oil and other ingredients.,48,"Italian,Recipe,Low Fat","Prepare the Bell peppers., Prepare the Chicken., Prepare the Vegetable broth., Prepare the Sugar., Prepare the Sugar.","Bell peppers, Chicken, Vegetable broth, Sugar, Parmesan cheese",508,23,5,29,772,1.05,35,66,9.98,679
Tomato Soup,A delicious dish made with Spinach and other ingredients.,48,"American,Recipe,Vegetarian,Low Fat","Prepare the Pepper., Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Spinach.","Caesar dressing, Spinach, Soy sauce, Pepper, Chili powder",683,48,9,16,904,2.14,74,268,8.5,157
Caesar Salad,A delicious dish made with Lemon and other ingredients.,25,"American,Recipe,Quick,Vegetarian","Prepare the Cocoa powder., Prepare the Flour., Prepare the Tortillas., Prepare the Cheese., Prepare the Cocoa powder.","Cheese, Cocoa powder, Flour, Tortillas, Lettuce, Vegetable broth",366,16,38,8,592,3.09,35,25,6.15,165
Chicken Curry,A delicious dish made with Basil and other ingredients.,23,"Indian,Recipe,Quick,Vegetarian","Prepare the Croutons., Prepare the Salt., Prepare the Salt., Prepare the Croutons., Prepare the Croutons.","Carrots, Croutons, Salt",736,14,31,1,56,2.1,38,82,7.24,490
Vegetable Stir Fry,A delicious dish made with Beef and other ingredients.,16,"Asian,Recipe,Quick,Vegetarian,Low Fat","Prepare the Tomatoes., Prepare the Balsamic vinegar., Prepare the Butter., Prepare the Butter., Prepare the Butter.","Balsamic vinegar, Butter, Tomatoes",454,8,14,9,37,1.88,12,268,5.15,872
Beef Tacos,A delicious dish made with Croutons and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Cheese., Prepare the Cheese., Prepare the Shrimp., Prepare the Cilantro.","Cilantro, Cheese, Shrimp",292,24,30,12,245,4.3,70,36,2.24,44
Lemon Garlic Salmon,A delicious dish made with Basil and other ingredients.,41,"General,Recipe,Vegetarian,Low Fat","Prepare the Thyme., Prepare the Lettuce., Prepare the Thyme., Prepare the Thyme., Prepare the Thyme.","Thyme, Olive oil, Lettuce",796,11,9,8,500,1.23,92,24,5.37,750
Margherita Pizza,A delicious dish made with Cocoa powder and other ingredients.,26,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Onions., Prepare the Caesar dressing., Prepare the Carrots., Prepare the Onions., Prepare the Broccoli.","Onions, Broccoli, Salt, Carrots, Caesar dressing",153,30,8,10,1037,3.26,17,107,8.67,675
Chocolate Cake,A delicious dish made with Tomatoes and other ingredients.,22,"General,Recipe,Quick,Vegetarian","Prepare the Cilantro., Prepare the Rosemary., Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Tomatoes.","Tomatoes, Rosemary, Olive oil, Cilantro",349,42,20,23,432,3.21,98,100,9.2,292
Pancakes,A delicious dish made with Shrimp and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Lemon., Prepare the Onions., Prepare the Onions., Prepare the Onions., Prepare the Lemon.","Lemon, Onions, Vegetable broth",570,22,2,8,602,4.9,1,200,1.34,491
Grilled Cheese,A delicious dish made with Lemon and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Bell peppers., Prepare the Soy sauce., Prepare the Lettuce., Prepare the Lettuce., Prepare the Shrimp.","Croutons, Bell peppers, Lettuce, Soy sauce, Ginger, Shrimp",198,42,37,11,1452,0.67,16,24,7.76,295
Mushroom Risotto,A delicious dish made with Tortillas and other ingredients.,52,"General,Recipe","Prepare the Thyme., Prepare the Coconut milk., Prepare the Beef., Prepare the Thyme., Prepare the Beef.","Thyme, Beef, Coconut milk, Ginger",580,41,36,7,116,4.97,26,271,4.62,909
Beef Stroganoff,A delicious dish made with Caesar dressing and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Lettuce., Prepare the Bell peppers., Prepare the Broccoli., Prepare the Tomatoes., Prepare the Bell peppers.","Tomatoes, Broccoli, Lettuce, Bell peppers",220,43,29,5,366,3.88,14,230,4.91,936
Shrimp Scampi,A delicious dish made with Eggs and other ingredients.,42,"General,Recipe,Vegetarian","Prepare the Basil., Prepare the Croutons., Prepare the Eggs., Prepare the Croutons., Prepare the Pasta.","Basil, Pasta, Croutons, Eggs",508,13,28,11,1240,0.73,25,254,8.91,454
Quiche Lorraine,A delicious dish made with Onions and other ingredients.,40,"General,Recipe","Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Lemon., Prepare the Beef., Prepare the Beef.","Soy sauce, Coconut milk, Lemon, Pasta, Beef",194,36,35,30,1140,0.5,34,279,2.75,63
